Player,Nation,Pos,Squad,Age,Goals,Shots,Shots on Target,Shots on Target %,Average Shot Distance,Freekicks Attempted,Penalties Scored,Penalties Attempted,xG,Non-penalty xG,Non-penalty xG/shot,Goals - xG,Non-penalty Goals - Non-penalty xG,Passes Completed,Passes Attempted,Pass Completion %,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,Assists - xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes Completed,Open-play Passes,Dead-ball Passes,Free-kick Passes,Throughballs,Passes under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corners,Outswinging Corners,Straight Corners,Ground Passes,Low Passes,High Passes,Passes from Left Foot,Passes from Right Foot,Headed Passes,Throw-ins Taken,Passes from Other Bodypart,Offside Passes,Out-of-bound Passes,Passes Intercepted,Passes Blocked,Shot-creating Actions,Open-play Shot-creating Passes,Dead-ball Shot-creating Actions,Shot-creating Dribbles,Shot-creating Shots,Shot-creating Actions Fouls Drawn,Shot-creating Defensive Actions,Goal-creating Actions,Open-play Goal-creating Passes,Dead-ball Goal-creating Actions,Goal-creating Dribbles,Goal-creating Shots,Goal-creating Fouls Drawn,Goal-creating Defensive Actions,Action leading to Opposition Own-goal,Tackles Attempted,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Final Third Tackles,Successful Tackles vs Dribblers,Attempted Tackles vs Dribblers,Tackle success % vs Dribblers,Unsuccessful Tackles vs Dribblers,Pressures,Successful Pressures,Pressure Success %,Defensive Third Pressures,Middle Third Pressures,Final Third Pressures,Blocks,Shots Blocked,Shot on Target Blocked,Interceptions,Clearances,Errors,Touches,Touches in Own Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Penalty Area,Open-play Touches,Successful Dribbles,Attempted Dribbles,Dribble Success %,Number of Players Dribbled,Nutmegs,Carries,Total Distance Carried,Progressive Distance Carried,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Times Misplaced,Times Dispossessed,Attempted Ball Receipts,Successful Ball Receipts,Successful Ball Receipt %,Progressive Passes Received,90s,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own-goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Success %,Turnovers,Open-play Shot-creating Actions,Non-penalty Goals
Shania Hayles,eng ENG,"FW,MF",Aston Villa LFC,21-119,2.0,13.0,6.0,46.2,14.4,0.0,0.0,0.0,1.7,1.7,0.13,0.3,0.3,94.0,128.0,73.4,1656.0,398.0,48.0,55.0,87.3,33.0,48.0,68.8,11.0,15.0,73.3,1.0,1.4,-0.4,7.0,4.0,3.0,0.0,11.0,117.0,11.0,2.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,92.0,23.0,13.0,73.0,43.0,5.0,0.0,1.0,0.0,6.0,1.0,6.0,17.0,13.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,10.0,3.0,6.0,2.0,4.0,13.0,30.8,9.0,186.0,43.0,23.1,16.0,84.0,86.0,5.0,0.0,0.0,9.0,2.0,0.0,203.0,5.0,19.0,103.0,90.0,34.0,192.0,10.0,13.0,76.9,11.0,1.0,133.0,768.0,435.0,24.0,2.0,8.0,20.0,16.0,266.0,126.0,47.4,43.0,8.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,34.0,10.0,9.0,52.6,36.0,17.0,2.0
Sophie Haywood,eng ENG,"MF,FW",Aston Villa LFC,,0.0,2.0,0.0,0.0,11.3,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,83.0,128.0,64.8,1283.0,487.0,43.0,55.0,78.2,28.0,40.0,70.0,7.0,15.0,46.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,117.0,11.0,0.0,0.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,96.0,14.0,18.0,24.0,93.0,2.0,9.0,0.0,0.0,7.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,6.0,3.0,0.0,5.0,10.0,50.0,5.0,59.0,19.0,32.2,32.0,23.0,4.0,12.0,4.0,0.0,12.0,7.0,0.0,207.0,14.0,76.0,97.0,53.0,7.0,196.0,11.0,16.0,68.8,11.0,0.0,148.0,700.0,423.0,9.0,4.0,0.0,14.0,11.0,153.0,118.0,77.1,13.0,3.6,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,32.0,0.0,3.0,0.0,25.0,1.0,0.0
Tobin Heath,us USA,FW,Manchester Utd,32-326,4.0,26.0,9.0,34.6,19.1,0.0,0.0,0.0,2.8,2.8,0.11,1.2,1.2,173.0,238.0,72.7,2763.0,1066.0,104.0,115.0,90.4,54.0,67.0,80.6,14.0,48.0,29.2,2.0,2.1,-0.1,27.0,9.0,13.0,3.0,20.0,189.0,49.0,10.0,0.0,32.0,9.0,19.0,33.0,23.0,1.0,3.0,147.0,35.0,56.0,59.0,169.0,3.0,6.0,0.0,0.0,8.0,4.0,7.0,43.0,23.0,12.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,10.0,3.0,5.0,3.0,2.0,6.0,33.3,4.0,103.0,37.0,35.9,16.0,43.0,44.0,5.0,1.0,0.0,10.0,4.0,0.0,322.0,5.0,32.0,105.0,207.0,37.0,274.0,9.0,16.0,56.3,10.0,3.0,208.0,1311.0,832.0,57.0,12.0,14.0,6.0,10.0,286.0,198.0,69.2,50.0,6.4,1.0,0.0,0.0,9.0,10.0,2.0,0.0,0.0,0.0,38.0,1.0,2.0,33.3,16.0,31.0,4.0
Lauren Hemp,eng ENG,FW,Manchester City,20-256,5.0,22.0,9.0,40.9,13.6,0.0,0.0,0.0,2.9,2.9,0.13,2.1,2.1,256.0,359.0,71.3,3887.0,990.0,139.0,171.0,81.3,95.0,126.0,75.4,13.0,35.0,37.1,6.0,3.6,2.4,23.0,10.0,22.0,7.0,29.0,348.0,11.0,3.0,0.0,48.0,7.0,29.0,2.0,2.0,0.0,0.0,270.0,50.0,39.0,278.0,54.0,16.0,6.0,1.0,2.0,13.0,13.0,24.0,38.0,24.0,1.0,6.0,2.0,3.0,2.0,10.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,12.0,6.0,6.0,7.0,2.0,12.0,16.7,10.0,179.0,57.0,31.8,26.0,67.0,86.0,19.0,0.0,0.0,13.0,3.0,0.0,490.0,4.0,47.0,183.0,300.0,68.0,481.0,27.0,44.0,61.4,28.0,4.0,366.0,2102.0,1339.0,76.0,20.0,19.0,16.0,16.0,459.0,332.0,72.3,59.0,8.8,0.0,0.0,0.0,7.0,18.0,4.0,0.0,0.0,0.0,83.0,5.0,16.0,23.8,32.0,37.0,5.0
Nora Heroum,fi FIN,"FW,MF",Brighton,26-274,0.0,7.0,1.0,14.3,15.2,1.0,0.0,0.0,0.7,0.7,0.11,-0.7,-0.7,86.0,127.0,67.7,1497.0,479.0,44.0,53.0,83.0,31.0,41.0,75.6,10.0,24.0,41.7,0.0,0.0,0.0,1.0,5.0,3.0,2.0,11.0,117.0,10.0,5.0,0.0,25.0,2.0,6.0,1.0,1.0,0.0,0.0,70.0,17.0,40.0,36.0,70.0,11.0,4.0,2.0,0.0,1.0,3.0,8.0,9.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,5.0,5.0,0.0,1.0,9.0,11.1,8.0,86.0,25.0,29.1,34.0,37.0,15.0,7.0,0.0,0.0,2.0,5.0,0.0,174.0,5.0,50.0,85.0,45.0,5.0,164.0,2.0,4.0,50.0,2.0,0.0,97.0,420.0,195.0,5.0,3.0,0.0,7.0,2.0,172.0,105.0,61.0,12.0,4.3,1.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,29.0,4.0,6.0,40.0,9.0,8.0,0.0
Rebecca Holloway,nir NIR,DF,Birmingham City,25-238,0.0,1.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,369.0,618.0,59.7,6189.0,4025.0,188.0,223.0,84.3,144.0,242.0,59.5,31.0,119.0,26.1,0.0,0.2,-0.2,5.0,19.0,3.0,2.0,24.0,409.0,209.0,12.0,0.0,87.0,10.0,25.0,11.0,8.0,2.0,0.0,217.0,159.0,242.0,284.0,113.0,31.0,186.0,1.0,5.0,27.0,19.0,28.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,17.0,26.0,8.0,2.0,14.0,29.0,48.3,15.0,205.0,51.0,24.9,136.0,51.0,18.0,43.0,11.0,0.0,18.0,65.0,1.0,835.0,80.0,405.0,326.0,148.0,5.0,629.0,15.0,28.0,53.6,18.0,1.0,342.0,1805.0,1077.0,34.0,10.0,0.0,21.0,22.0,358.0,294.0,82.1,17.0,16.1,3.0,0.0,0.0,20.0,9.0,1.0,0.0,0.0,0.0,146.0,9.0,17.0,34.6,43.0,4.0,0.0
Steph Houghton,eng ENG,DF,Manchester City,32-362,2.0,18.0,6.0,33.3,16.1,3.0,0.0,0.0,1.4,1.4,0.08,0.6,0.6,1176.0,1317.0,89.3,26683.0,8582.0,276.0,295.0,93.6,666.0,699.0,95.3,226.0,302.0,74.8,2.0,1.1,0.9,9.0,106.0,3.0,1.0,71.0,1296.0,21.0,20.0,1.0,86.0,38.0,1.0,0.0,0.0,0.0,0.0,1054.0,93.0,170.0,53.0,1214.0,31.0,1.0,4.0,2.0,21.0,15.0,15.0,22.0,20.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,2.0,7.0,28.6,5.0,65.0,27.0,41.5,25.0,37.0,3.0,16.0,9.0,0.0,6.0,83.0,1.0,1457.0,177.0,729.0,778.0,56.0,23.0,1435.0,6.0,6.0,100.0,6.0,0.0,1075.0,6390.0,3876.0,93.0,7.0,1.0,3.0,6.0,1164.0,1148.0,98.6,6.0,15.7,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,169.0,33.0,9.0,78.6,9.0,22.0,2.0
Carla Humphrey,eng ENG,MF,Bristol City,24-126,0.0,14.0,5.0,35.7,24.0,0.0,0.0,0.0,0.8,0.8,0.05,-0.8,-0.8,262.0,364.0,72.0,4328.0,1008.0,123.0,152.0,80.9,103.0,141.0,73.0,23.0,45.0,51.1,0.0,0.4,-0.4,6.0,22.0,4.0,0.0,24.0,363.0,1.0,0.0,1.0,61.0,5.0,5.0,0.0,0.0,0.0,0.0,240.0,55.0,69.0,71.0,271.0,17.0,1.0,2.0,2.0,8.0,14.0,11.0,14.0,11.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,16.0,7.0,16.0,1.0,4.0,38.0,10.5,34.0,318.0,79.0,24.8,101.0,165.0,52.0,24.0,4.0,0.0,16.0,21.0,1.0,510.0,23.0,122.0,296.0,117.0,13.0,510.0,19.0,27.0,70.4,19.0,2.0,322.0,1474.0,605.0,28.0,8.0,1.0,20.0,20.0,379.0,276.0,72.8,38.0,15.6,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,136.0,4.0,14.0,22.2,40.0,14.0,0.0
Jodie Hutton,eng ENG,"DF,FW",Aston Villa LFC,20-068,0.0,6.0,2.0,33.3,19.5,0.0,0.0,0.0,0.5,0.5,0.08,-0.5,-0.5,108.0,231.0,46.8,2385.0,1194.0,37.0,48.0,77.1,45.0,68.0,66.2,25.0,105.0,23.8,0.0,0.3,-0.3,5.0,11.0,5.0,3.0,10.0,182.0,49.0,15.0,0.0,46.0,25.0,19.0,11.0,7.0,2.0,1.0,89.0,36.0,106.0,158.0,38.0,7.0,23.0,2.0,0.0,25.0,11.0,8.0,12.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,2.0,0.0,0.0,6.0,0.0,6.0,79.0,21.0,26.6,32.0,34.0,13.0,14.0,1.0,0.0,15.0,43.0,0.0,357.0,38.0,150.0,131.0,89.0,9.0,311.0,9.0,11.0,81.8,9.0,0.0,160.0,859.0,529.0,14.0,5.0,2.0,17.0,9.0,220.0,166.0,75.5,11.0,8.2,4.0,0.0,0.0,14.0,12.0,0.0,0.0,1.0,0.0,50.0,11.0,10.0,52.4,26.0,8.0,0.0
Sophie Ingle,wal WAL,"MF,DF",Chelsea,29-230,0.0,11.0,2.0,18.2,19.5,0.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6,518.0,628.0,82.5,11566.0,4226.0,160.0,179.0,89.4,244.0,285.0,85.6,111.0,153.0,72.5,1.0,0.4,0.6,9.0,101.0,10.0,1.0,84.0,617.0,11.0,7.0,0.0,61.0,12.0,2.0,0.0,0.0,0.0,0.0,420.0,82.0,126.0,150.0,417.0,35.0,4.0,1.0,2.0,14.0,9.0,9.0,24.0,21.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,8.0,7.0,5.0,0.0,3.0,11.0,27.3,8.0,113.0,35.0,31.0,34.0,62.0,17.0,11.0,2.0,0.0,12.0,22.0,1.0,703.0,23.0,176.0,449.0,127.0,10.0,694.0,4.0,4.0,100.0,4.0,0.0,453.0,2178.0,1139.0,54.0,13.0,1.0,4.0,3.0,488.0,464.0,95.1,8.0,10.6,0.0,0.0,0.0,19.0,6.0,0.0,0.0,0.0,0.0,166.0,26.0,12.0,68.4,7.0,24.0,0.0
Mana Iwabuchi,jp JPN,"FW,MF",Aston Villa LFC,28-033,2.0,9.0,5.0,55.6,17.2,1.0,0.0,0.0,1.2,1.2,0.14,0.8,0.8,120.0,193.0,62.2,1876.0,464.0,61.0,86.0,70.9,48.0,72.0,66.7,8.0,19.0,42.1,1.0,0.6,0.4,7.0,12.0,4.0,0.0,14.0,183.0,10.0,0.0,1.0,56.0,2.0,2.0,1.0,0.0,0.0,0.0,146.0,27.0,20.0,32.0,151.0,5.0,2.0,0.0,3.0,10.0,12.0,14.0,11.0,8.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,7.0,3.0,3.0,1.0,16.0,6.3,15.0,157.0,45.0,28.7,36.0,75.0,46.0,11.0,0.0,0.0,15.0,4.0,0.0,320.0,9.0,65.0,177.0,101.0,18.0,309.0,21.0,39.0,53.8,24.0,1.0,237.0,1087.0,537.0,23.0,6.0,3.0,23.0,28.0,302.0,184.0,60.9,28.0,7.2,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,73.0,4.0,13.0,23.5,51.0,11.0,2.0
Angharad James,wal WAL,MF,Reading,26-323,1.0,27.0,9.0,33.3,21.3,0.0,0.0,0.0,2.0,2.0,0.07,-1.0,-1.0,629.0,843.0,74.6,11987.0,4296.0,248.0,303.0,81.8,275.0,340.0,80.9,90.0,154.0,58.4,1.0,1.3,-0.3,15.0,57.0,18.0,3.0,95.0,830.0,13.0,10.0,3.0,144.0,13.0,9.0,2.0,0.0,0.0,0.0,572.0,126.0,145.0,63.0,736.0,29.0,1.0,2.0,6.0,13.0,36.0,24.0,33.0,25.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,44.0,22.0,35.0,10.0,24.0,76.0,31.6,52.0,408.0,158.0,38.7,124.0,203.0,81.0,48.0,3.0,0.0,45.0,30.0,1.0,1115.0,50.0,340.0,628.0,218.0,20.0,1103.0,13.0,22.0,59.1,14.0,0.0,682.0,3049.0,1437.0,50.0,15.0,1.0,19.0,27.0,703.0,625.0,88.9,38.0,19.0,0.0,0.0,0.0,15.0,19.0,0.0,0.0,0.0,0.0,253.0,16.0,33.0,32.7,46.0,32.0,1.0
Lauren James,eng ENG,FW,Manchester Utd,19-203,2.0,19.0,4.0,21.1,15.3,0.0,0.0,0.0,2.1,2.1,0.11,-0.1,-0.1,98.0,136.0,72.1,1806.0,529.0,45.0,60.0,75.0,35.0,47.0,74.5,15.0,18.0,83.3,1.0,1.0,0.0,6.0,7.0,12.0,1.0,19.0,133.0,3.0,0.0,1.0,30.0,3.0,14.0,0.0,0.0,0.0,0.0,104.0,14.0,18.0,35.0,93.0,5.0,0.0,0.0,1.0,4.0,5.0,8.0,15.0,8.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,7.0,1.0,6.0,4.0,1.0,5.0,20.0,4.0,72.0,24.0,33.3,7.0,28.0,37.0,6.0,0.0,0.0,6.0,2.0,0.0,226.0,0.0,18.0,87.0,141.0,29.0,223.0,13.0,20.0,65.0,15.0,1.0,179.0,1188.0,694.0,41.0,11.0,11.0,14.0,13.0,242.0,170.0,70.2,40.0,4.8,0.0,0.0,0.0,5.0,12.0,5.0,0.0,0.0,0.0,21.0,4.0,12.0,25.0,27.0,15.0,2.0
Rianna Jarrett,ie IRL,FW,Brighton,21-289,2.0,13.0,5.0,38.5,19.4,1.0,0.0,0.0,1.6,1.6,0.13,0.4,0.4,139.0,191.0,72.8,2246.0,626.0,79.0,95.0,83.2,42.0,58.0,72.4,12.0,18.0,66.7,0.0,0.8,-0.8,13.0,8.0,10.0,0.0,23.0,167.0,24.0,0.0,0.0,45.0,3.0,7.0,0.0,0.0,0.0,0.0,131.0,39.0,21.0,15.0,152.0,15.0,0.0,1.0,0.0,5.0,6.0,15.0,26.0,19.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,2.0,1.0,11.0,9.1,10.0,158.0,43.0,27.2,14.0,57.0,87.0,12.0,0.0,0.0,2.0,7.0,0.0,287.0,9.0,37.0,138.0,122.0,31.0,262.0,8.0,13.0,61.5,9.0,1.0,181.0,723.0,355.0,17.0,2.0,5.0,23.0,24.0,338.0,178.0,52.7,58.0,8.2,0.0,0.0,0.0,4.0,11.0,6.0,0.0,0.0,0.0,54.0,12.0,26.0,31.6,47.0,26.0,2.0
Lois Joel,eng ENG,"DF,MF",West Ham,21-322,0.0,2.0,0.0,0.0,32.6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,73.0,113.0,64.6,1114.0,452.0,41.0,54.0,75.9,27.0,39.0,69.2,3.0,12.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,90.0,23.0,1.0,0.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,64.0,35.0,14.0,11.0,75.0,1.0,22.0,2.0,0.0,6.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,8.0,5.0,1.0,8.0,17.0,47.1,9.0,73.0,29.0,39.7,32.0,31.0,10.0,14.0,1.0,0.0,3.0,3.0,0.0,165.0,5.0,51.0,81.0,43.0,2.0,145.0,8.0,14.0,57.1,11.0,0.0,100.0,332.0,190.0,7.0,0.0,1.0,8.0,6.0,89.0,68.0,76.4,1.0,3.1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,41.0,4.0,4.0,50.0,14.0,1.0,0.0
Carrie Jones,wal WAL,FW,Manchester Utd,17-228,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,4.0,75.0,41.0,23.0,2.0,2.0,100.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,2.0,50.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,3.0,0.0,6.0,0.0,0.0,,0.0,0.0,3.0,9.0,7.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0.0
Ellen Jones,eng ENG,MF,Bristol City,18-161,0.0,1.0,1.0,100.0,19.0,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1,7.0,15.0,46.7,144.0,37.0,2.0,5.0,40.0,3.0,6.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,24.0,6.0,25.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,8.0,16.0,10.0,0.0,33.0,2.0,5.0,40.0,2.0,0.0,25.0,89.0,53.0,4.0,0.0,0.0,4.0,2.0,31.0,15.0,48.4,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,50.0,6.0,0.0,0.0
Inessa Kaagman,nl NED,"MF,FW",Brighton,25-003,7.0,28.0,13.0,46.4,24.4,2.0,4.0,4.0,4.8,1.7,0.06,2.2,1.3,355.0,592.0,60.0,5975.0,2050.0,176.0,227.0,77.5,116.0,179.0,64.8,45.0,131.0,34.4,0.0,2.0,-2.0,20.0,32.0,14.0,3.0,52.0,527.0,65.0,27.0,3.0,126.0,15.0,33.0,28.0,21.0,3.0,2.0,356.0,102.0,134.0,392.0,170.0,19.0,7.0,1.0,3.0,18.0,17.0,40.0,31.0,18.0,8.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,18.0,7.0,12.0,8.0,3.0,35.0,8.6,32.0,426.0,119.0,27.9,99.0,181.0,146.0,43.0,2.0,0.0,8.0,19.0,1.0,779.0,25.0,148.0,378.0,289.0,42.0,711.0,12.0,20.0,60.0,14.0,0.0,474.0,1891.0,707.0,31.0,8.0,5.0,29.0,23.0,620.0,452.0,72.9,64.0,18.1,0.0,0.0,0.0,13.0,11.0,4.0,1.0,0.0,0.0,152.0,7.0,10.0,41.2,52.0,23.0,3.0
Chloe Kelly,eng ENG,FW,Manchester City,23-105,7.0,40.0,13.0,32.5,17.8,0.0,2.0,2.0,6.8,5.3,0.13,0.2,-0.3,406.0,603.0,67.3,6823.0,1904.0,209.0,257.0,81.3,146.0,204.0,71.6,40.0,90.0,44.4,11.0,7.8,3.2,52.0,9.0,40.0,22.0,37.0,562.0,41.0,3.0,3.0,107.0,23.0,88.0,37.0,19.0,7.0,1.0,406.0,82.0,115.0,126.0,461.0,10.0,1.0,2.0,3.0,25.0,16.0,42.0,86.0,58.0,7.0,9.0,4.0,6.0,2.0,17.0,12.0,2.0,1.0,1.0,0.0,1.0,0.0,40.0,25.0,4.0,27.0,9.0,13.0,51.0,25.5,38.0,335.0,113.0,33.7,35.0,142.0,158.0,29.0,1.0,0.0,16.0,5.0,0.0,848.0,5.0,38.0,291.0,572.0,119.0,806.0,55.0,83.0,66.3,60.0,13.0,655.0,3472.0,2209.0,143.0,32.0,43.0,32.0,37.0,804.0,590.0,73.4,158.0,17.1,1.0,0.0,0.0,13.0,21.0,9.0,0.0,0.0,0.0,101.0,3.0,17.0,15.0,69.0,79.0,5.0
Alanna Kennedy,au AUS,MF,Tottenham,26-089,0.0,32.0,9.0,28.1,18.7,2.0,0.0,0.0,1.6,1.6,0.05,-1.6,-1.6,477.0,637.0,74.9,9055.0,2381.0,196.0,247.0,79.4,204.0,250.0,81.6,69.0,109.0,63.3,0.0,0.5,-0.5,10.0,35.0,3.0,0.0,57.0,633.0,4.0,4.0,0.0,124.0,13.0,5.0,0.0,0.0,0.0,0.0,404.0,107.0,126.0,117.0,440.0,47.0,0.0,3.0,2.0,15.0,19.0,19.0,24.0,17.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,5.0,19.0,5.0,11.0,29.0,37.9,18.0,214.0,69.0,32.2,46.0,124.0,44.0,23.0,3.0,0.0,22.0,53.0,1.0,876.0,54.0,253.0,509.0,151.0,31.0,872.0,23.0,30.0,76.7,23.0,0.0,529.0,2237.0,992.0,40.0,12.0,1.0,37.0,27.0,604.0,531.0,87.9,31.0,16.4,3.0,0.0,0.0,17.0,13.0,1.0,0.0,1.0,0.0,193.0,50.0,26.0,65.8,64.0,24.0,0.0
Danique Kerkdijk,nl NED,DF,Brighton,24-354,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,393.0,514.0,76.5,8935.0,3721.0,85.0,102.0,83.3,221.0,240.0,92.1,80.0,160.0,50.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,30.0,484.0,30.0,25.0,0.0,69.0,13.0,1.0,0.0,0.0,0.0,0.0,327.0,56.0,131.0,33.0,446.0,22.0,5.0,0.0,0.0,22.0,9.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0,21.0,6.0,0.0,6.0,15.0,40.0,9.0,139.0,50.0,36.0,91.0,46.0,2.0,26.0,10.0,1.0,16.0,88.0,1.0,666.0,128.0,470.0,221.0,7.0,1.0,636.0,3.0,3.0,100.0,3.0,0.0,330.0,1822.0,1205.0,13.0,1.0,0.0,1.0,2.0,360.0,349.0,96.9,1.0,14.8,5.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,128.0,16.0,9.0,64.0,3.0,2.0,0.0
Sam Kerr,au AUS,FW,Chelsea,27-222,17.0,67.0,30.0,44.8,11.2,0.0,0.0,0.0,13.7,13.7,0.2,3.3,3.3,319.0,466.0,68.5,4587.0,1042.0,197.0,245.0,80.4,93.0,143.0,65.0,16.0,40.0,40.0,6.0,4.0,2.0,31.0,13.0,22.0,5.0,34.0,456.0,10.0,0.0,1.0,123.0,4.0,30.0,0.0,0.0,0.0,0.0,294.0,91.0,81.0,71.0,333.0,24.0,6.0,8.0,0.0,15.0,14.0,28.0,53.0,45.0,0.0,4.0,2.0,0.0,2.0,10.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,3.0,3.0,5.0,3.0,4.0,10.0,40.0,6.0,123.0,42.0,34.1,7.0,35.0,81.0,5.0,1.0,0.0,8.0,7.0,0.0,623.0,5.0,30.0,196.0,419.0,157.0,613.0,8.0,15.0,53.3,9.0,0.0,366.0,1612.0,951.0,60.0,10.0,31.0,27.0,18.0,800.0,477.0,59.6,204.0,14.1,0.0,0.0,0.0,6.0,5.0,15.0,0.0,0.0,0.0,96.0,39.0,24.0,61.9,45.0,53.0,17.0
