Player,Nation,Pos,Squad,Age,Goals,Shots,Shots on Target,Shots on Target %,Average Shot Distance,Freekicks Attempted,Penalties Scored,Penalties Attempted,xG,Non-penalty xG,Non-penalty xG/shot,Goals - xG,Non-penalty Goals - Non-penalty xG,Passes Completed,Passes Attempted,Pass Completion %,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,Assists - xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes Completed,Open-play Passes,Dead-ball Passes,Free-kick Passes,Throughballs,Passes under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corners,Outswinging Corners,Straight Corners,Ground Passes,Low Passes,High Passes,Passes from Left Foot,Passes from Right Foot,Headed Passes,Throw-ins Taken,Passes from Other Bodypart,Offside Passes,Out-of-bound Passes,Passes Intercepted,Passes Blocked,Shot-creating Actions,Open-play Shot-creating Passes,Dead-ball Shot-creating Actions,Shot-creating Dribbles,Shot-creating Shots,Shot-creating Actions Fouls Drawn,Shot-creating Defensive Actions,Goal-creating Actions,Open-play Goal-creating Passes,Dead-ball Goal-creating Actions,Goal-creating Dribbles,Goal-creating Shots,Goal-creating Fouls Drawn,Goal-creating Defensive Actions,Action leading to Opposition Own-goal,Tackles Attempted,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Final Third Tackles,Successful Tackles vs Dribblers,Attempted Tackles vs Dribblers,Tackle success % vs Dribblers,Unsuccessful Tackles vs Dribblers,Pressures,Successful Pressures,Pressure Success %,Defensive Third Pressures,Middle Third Pressures,Final Third Pressures,Blocks,Shots Blocked,Shot on Target Blocked,Interceptions,Clearances,Errors,Touches,Touches in Own Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Penalty Area,Open-play Touches,Successful Dribbles,Attempted Dribbles,Dribble Success %,Number of Players Dribbled,Nutmegs,Carries,Total Distance Carried,Progressive Distance Carried,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Times Misplaced,Times Dispossessed,Attempted Ball Receipts,Successful Ball Receipts,Successful Ball Receipt %,Progressive Passes Received,90s,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own-goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Success %,Turnovers,Open-play Shot-creating Actions,Non-penalty Goals
Emily Murphy,eng ENG,"FW,MF",Birmingham City,18-049,1.0,2.0,2.0,100.0,15.0,0.0,0.0,0.0,0.3,0.3,0.15,0.7,0.7,52.0,108.0,48.1,802.0,276.0,25.0,46.0,54.3,22.0,35.0,62.9,3.0,12.0,25.0,0.0,0.6,-0.6,2.0,5.0,5.0,2.0,8.0,99.0,9.0,0.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,0.0,65.0,25.0,18.0,8.0,88.0,3.0,0.0,2.0,1.0,3.0,12.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,3.0,5.0,2.0,5.0,14.0,35.7,9.0,130.0,34.0,26.2,26.0,64.0,40.0,11.0,3.0,0.0,3.0,9.0,1.0,180.0,8.0,38.0,108.0,45.0,9.0,171.0,15.0,22.0,68.2,17.0,1.0,114.0,601.0,390.0,16.0,2.0,3.0,12.0,10.0,236.0,82.0,34.7,14.0,5.5,1.0,0.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,45.0,8.0,12.0,40.0,22.0,3.0,1.0
Christie Murray,sco SCO,MF,Birmingham City,30-352,2.0,6.0,2.0,33.3,23.2,0.0,1.0,1.0,1.0,0.3,0.04,1.0,0.7,284.0,471.0,60.3,5180.0,2030.0,139.0,191.0,72.8,91.0,148.0,61.5,46.0,103.0,44.7,0.0,0.7,-0.7,9.0,36.0,6.0,2.0,43.0,454.0,17.0,6.0,0.0,94.0,5.0,4.0,5.0,1.0,1.0,2.0,247.0,88.0,136.0,96.0,330.0,30.0,1.0,4.0,5.0,12.0,25.0,22.0,17.0,13.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,40.0,31.0,17.0,20.0,3.0,11.0,32.0,34.4,21.0,209.0,78.0,37.3,85.0,102.0,22.0,25.0,6.0,0.0,14.0,23.0,0.0,617.0,40.0,217.0,336.0,89.0,7.0,601.0,11.0,12.0,91.7,11.0,0.0,360.0,1356.0,671.0,25.0,8.0,2.0,11.0,18.0,344.0,288.0,83.7,7.0,12.5,1.0,0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,194.0,14.0,19.0,42.4,29.0,16.0,1.0
Zecira Musovic,se SWE,GK,Chelsea,24-329,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.0,57.0,56.1,968.0,624.0,4.0,5.0,80.0,11.0,11.0,100.0,16.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,15.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,33.0,1.0,46.0,0.0,0.0,7.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,0.0,43.0,0.0,0.0,,0.0,0.0,37.0,131.0,47.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,0.0,0.0
Nor Mustafa,se SWE,FW,West Ham,19-142,0.0,2.0,1.0,50.0,10.4,0.0,0.0,0.0,0.2,0.2,0.11,-0.2,-0.2,17.0,25.0,68.0,251.0,29.0,10.0,14.0,71.4,5.0,6.0,83.3,1.0,3.0,33.3,0.0,0.1,-0.1,1.0,2.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,5.0,4.0,1.0,21.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,25.0,6.0,24.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0,14.0,26.0,9.0,41.0,1.0,2.0,50.0,1.0,0.0,32.0,80.0,14.0,2.0,0.0,0.0,8.0,4.0,69.0,31.0,44.9,14.0,0.7,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,3.0,6.0,33.3,12.0,1.0,0.0
Elisha N'Dow,eng ENG,DF,Aston Villa LFC,24-189,0.0,1.0,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,341.0,449.0,75.9,7368.0,3434.0,90.0,100.0,90.0,188.0,217.0,86.6,58.0,120.0,48.3,0.0,0.3,-0.3,3.0,21.0,5.0,2.0,22.0,403.0,46.0,45.0,1.0,59.0,7.0,6.0,0.0,0.0,0.0,0.0,294.0,41.0,114.0,42.0,390.0,10.0,1.0,4.0,2.0,17.0,9.0,8.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,27.0,18.0,18.0,0.0,20.0,34.0,58.8,14.0,192.0,73.0,38.0,123.0,68.0,1.0,35.0,13.0,0.0,20.0,83.0,1.0,637.0,139.0,421.0,233.0,27.0,1.0,596.0,7.0,10.0,70.0,9.0,0.0,340.0,2002.0,1239.0,21.0,6.0,0.0,6.0,10.0,317.0,307.0,96.8,2.0,13.5,3.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,104.0,8.0,6.0,57.1,16.0,7.0,0.0
Jamie-Lee Napier,sco SCO,"MF,FW",Birmingham City,21-014,1.0,11.0,3.0,27.3,15.7,0.0,0.0,0.0,1.7,1.4,0.12,-0.7,-0.4,120.0,205.0,58.5,1636.0,426.0,74.0,103.0,71.8,31.0,55.0,56.4,6.0,18.0,33.3,0.0,0.1,-0.1,2.0,7.0,2.0,1.0,12.0,204.0,1.0,0.0,0.0,64.0,2.0,7.0,0.0,0.0,0.0,0.0,135.0,34.0,36.0,40.0,138.0,16.0,1.0,2.0,0.0,10.0,6.0,24.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,9.0,7.0,2.0,5.0,21.0,23.8,16.0,211.0,44.0,20.9,69.0,98.0,44.0,25.0,1.0,0.0,11.0,15.0,0.0,346.0,16.0,106.0,154.0,108.0,14.0,345.0,10.0,17.0,58.8,10.0,0.0,205.0,827.0,445.0,20.0,3.0,2.0,24.0,22.0,346.0,191.0,55.2,28.0,12.5,1.0,0.0,0.0,17.0,7.0,12.0,0.0,0.0,0.0,67.0,10.0,24.0,29.4,46.0,6.0,1.0
Ashleigh Neville,eng ENG,DF,Tottenham,27-356,2.0,5.0,2.0,40.0,8.4,0.0,0.0,0.0,1.3,0.8,0.17,0.7,1.2,370.0,505.0,73.3,6429.0,3164.0,175.0,203.0,86.2,155.0,211.0,73.5,36.0,72.0,50.0,0.0,0.5,-0.5,7.0,20.0,4.0,4.0,36.0,392.0,113.0,7.0,2.0,57.0,6.0,14.0,2.0,0.0,2.0,0.0,236.0,97.0,172.0,49.0,299.0,39.0,104.0,7.0,2.0,13.0,7.0,17.0,18.0,10.0,3.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,52.0,27.0,30.0,15.0,7.0,16.0,34.0,47.1,18.0,149.0,46.0,30.9,89.0,39.0,21.0,28.0,6.0,0.0,21.0,42.0,0.0,677.0,52.0,290.0,319.0,110.0,7.0,566.0,15.0,25.0,60.0,15.0,0.0,319.0,1745.0,1138.0,40.0,10.0,1.0,13.0,7.0,289.0,274.0,94.8,6.0,9.7,3.0,0.0,0.0,14.0,7.0,1.0,0.0,0.0,0.0,137.0,17.0,6.0,73.9,20.0,15.0,2.0
Jessica Ngunga,eng ENG,FW,Tottenham,20-208,0.0,2.0,0.0,0.0,22.7,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,59.0,78.0,75.6,911.0,144.0,32.0,38.0,84.2,22.0,28.0,78.6,3.0,7.0,42.9,0.0,0.1,-0.1,1.0,4.0,1.0,0.0,4.0,73.0,5.0,0.0,0.0,13.0,1.0,4.0,0.0,0.0,0.0,0.0,57.0,16.0,5.0,23.0,51.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,4.0,4.0,3.0,5.0,60.0,2.0,54.0,21.0,38.9,8.0,16.0,30.0,6.0,1.0,0.0,2.0,1.0,0.0,116.0,1.0,8.0,61.0,51.0,3.0,111.0,3.0,9.0,33.3,5.0,1.0,80.0,265.0,112.0,7.0,0.0,1.0,12.0,8.0,118.0,71.0,60.2,18.0,2.3,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,22.0,2.0,3.0,40.0,20.0,5.0,0.0
Jordan Nobbs,eng ENG,"FW,MF",Arsenal,28-133,3.0,25.0,12.0,48.0,15.2,0.0,0.0,0.0,3.6,3.6,0.14,-0.6,-0.6,394.0,471.0,83.7,6556.0,1421.0,215.0,243.0,88.5,131.0,153.0,85.6,39.0,58.0,67.2,4.0,3.8,0.2,27.0,27.0,21.0,5.0,40.0,457.0,14.0,0.0,3.0,60.0,10.0,20.0,10.0,4.0,0.0,1.0,344.0,59.0,68.0,43.0,417.0,6.0,4.0,0.0,4.0,5.0,13.0,9.0,44.0,35.0,0.0,2.0,7.0,0.0,0.0,8.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,8.0,1.0,5.0,4.0,4.0,16.0,25.0,12.0,101.0,38.0,37.6,20.0,51.0,30.0,7.0,0.0,0.0,5.0,1.0,0.0,567.0,2.0,46.0,249.0,312.0,65.0,553.0,9.0,14.0,64.3,9.0,0.0,439.0,1992.0,891.0,56.0,16.0,7.0,22.0,14.0,531.0,444.0,83.6,84.0,8.2,1.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,72.0,1.0,5.0,16.7,36.0,44.0,3.0
Denise O'Sullivan,ie IRL,MF,Brighton,27-075,0.0,9.0,3.0,33.3,18.6,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,224.0,283.0,79.2,3686.0,920.0,117.0,144.0,81.3,82.0,97.0,84.5,20.0,29.0,69.0,0.0,0.6,-0.6,7.0,15.0,6.0,1.0,20.0,278.0,5.0,1.0,1.0,63.0,2.0,3.0,0.0,0.0,0.0,0.0,192.0,44.0,47.0,21.0,232.0,14.0,4.0,2.0,1.0,5.0,7.0,7.0,15.0,9.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,22.0,10.0,21.0,3.0,15.0,32.0,46.9,17.0,231.0,82.0,35.5,62.0,122.0,47.0,14.0,2.0,0.0,10.0,7.0,0.0,404.0,15.0,89.0,236.0,108.0,13.0,400.0,15.0,21.0,71.4,15.0,1.0,267.0,1095.0,405.0,13.0,9.0,0.0,17.0,22.0,316.0,223.0,70.6,34.0,8.5,0.0,0.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,104.0,11.0,15.0,42.3,39.0,15.0,0.0
Lotta Ökvist,se SWE,DF,Manchester Utd,24-062,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,36.0,57.0,63.2,629.0,410.0,11.0,20.0,55.0,22.0,29.0,75.9,2.0,4.0,50.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,32.0,25.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,24.0,21.0,4.0,5.0,25.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,1.0,4.0,25.0,3.0,29.0,8.0,27.6,19.0,9.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,76.0,3.0,33.0,38.0,8.0,0.0,52.0,0.0,3.0,0.0,0.0,0.0,23.0,52.0,17.0,1.0,0.0,0.0,1.0,2.0,31.0,26.0,83.9,0.0,1.3,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,5.0,37.5,3.0,0.0,0.0
Mayumi Pacheco,eng ENG,DF,West Ham,22-238,0.0,5.0,0.0,0.0,13.2,0.0,0.0,0.0,0.6,0.6,0.11,-0.6,-0.6,275.0,376.0,73.1,4326.0,2250.0,145.0,177.0,81.9,112.0,145.0,77.2,13.0,38.0,34.2,0.0,0.1,-0.1,5.0,13.0,5.0,3.0,26.0,275.0,101.0,5.0,0.0,40.0,1.0,8.0,3.0,2.0,0.0,0.0,177.0,86.0,113.0,199.0,57.0,20.0,93.0,1.0,2.0,11.0,10.0,15.0,12.0,9.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,9.0,6.0,4.0,6.0,20.0,30.0,14.0,172.0,70.0,40.7,57.0,64.0,51.0,29.0,8.0,0.0,13.0,23.0,1.0,507.0,29.0,194.0,208.0,133.0,18.0,408.0,8.0,17.0,47.1,9.0,1.0,234.0,1262.0,686.0,25.0,7.0,1.0,13.0,9.0,278.0,209.0,75.2,17.0,7.7,2.0,0.0,0.0,11.0,9.0,1.0,0.0,0.0,0.0,94.0,10.0,12.0,45.5,22.0,12.0,0.0
Aimee Palmer,eng ENG,"MF,DF",Bristol City,20-269,0.0,7.0,0.0,0.0,29.8,3.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,163.0,267.0,61.0,2896.0,1065.0,70.0,83.0,84.3,76.0,108.0,70.4,14.0,55.0,25.5,0.0,0.0,0.0,1.0,20.0,0.0,0.0,16.0,246.0,21.0,9.0,0.0,55.0,2.0,3.0,1.0,1.0,0.0,0.0,141.0,53.0,73.0,31.0,207.0,13.0,11.0,0.0,1.0,13.0,6.0,17.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,8.0,7.0,0.0,5.0,20.0,25.0,15.0,156.0,46.0,29.5,75.0,64.0,17.0,24.0,2.0,1.0,29.0,19.0,1.0,383.0,32.0,153.0,209.0,41.0,1.0,360.0,8.0,14.0,57.1,9.0,0.0,183.0,760.0,322.0,9.0,4.0,1.0,12.0,11.0,200.0,169.0,84.5,5.0,8.6,1.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,94.0,7.0,11.0,38.9,23.0,2.0,0.0
Jessica Park,eng ENG,FW,Manchester City,19-181,0.0,3.0,1.0,33.3,24.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,38.0,56.0,67.9,449.0,103.0,29.0,37.0,78.4,6.0,10.0,60.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,55.0,1.0,0.0,0.0,12.0,1.0,4.0,0.0,0.0,0.0,0.0,40.0,8.0,8.0,1.0,52.0,3.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,33.3,2.0,41.0,16.0,39.0,5.0,11.0,25.0,3.0,1.0,0.0,1.0,1.0,0.0,76.0,1.0,9.0,25.0,44.0,10.0,75.0,1.0,3.0,33.3,2.0,0.0,55.0,257.0,172.0,8.0,0.0,5.0,5.0,2.0,73.0,53.0,72.6,9.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,7.0,2.0,0.0
Anna Patten,eng ENG,DF,Arsenal,22-000,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,52.0,72.0,72.2,760.0,342.0,35.0,40.0,87.5,13.0,21.0,61.9,3.0,8.0,37.5,0.0,0.1,-0.1,2.0,4.0,1.0,1.0,4.0,53.0,19.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,42.0,11.0,19.0,3.0,49.0,2.0,18.0,0.0,0.0,3.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,11.0,5.0,45.5,4.0,4.0,3.0,5.0,2.0,0.0,1.0,2.0,0.0,86.0,5.0,30.0,35.0,24.0,1.0,67.0,1.0,2.0,50.0,1.0,0.0,47.0,154.0,86.0,6.0,1.0,0.0,2.0,2.0,47.0,45.0,95.7,2.0,1.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,4.0,4.0,0.0
Poppy Pattinson,eng ENG,DF,Everton,20-355,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,258.0,338.0,76.3,4225.0,1572.0,135.0,153.0,88.2,95.0,124.0,76.6,21.0,40.0,52.5,0.0,0.0,0.0,1.0,8.0,3.0,0.0,22.0,260.0,78.0,2.0,1.0,43.0,2.0,6.0,0.0,0.0,0.0,0.0,201.0,68.0,69.0,193.0,57.0,9.0,76.0,2.0,0.0,7.0,12.0,16.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,7.0,6.0,1.0,5.0,19.0,26.3,14.0,129.0,48.0,37.2,68.0,45.0,16.0,12.0,0.0,0.0,10.0,15.0,0.0,402.0,12.0,130.0,199.0,97.0,2.0,326.0,8.0,10.0,80.0,8.0,0.0,217.0,931.0,445.0,16.0,7.0,2.0,5.0,7.0,235.0,206.0,87.7,8.0,5.5,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,60.0,4.0,7.0,36.4,12.0,4.0,0.0
Chloe Peplow,eng ENG,MF,Tottenham,22-138,0.0,1.0,0.0,0.0,33.7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,13.0,14.0,92.9,228.0,48.0,7.0,7.0,100.0,4.0,4.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,7.0,8.0,2.0,0.0,16.0,0.0,0.0,,0.0,0.0,12.0,56.0,30.0,2.0,0.0,0.0,0.0,0.0,11.0,11.0,100.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0
Ria Percival,nz NZL,"MF,DF",Tottenham,31-134,0.0,14.0,5.0,35.7,19.9,0.0,0.0,0.0,1.9,1.9,0.14,-1.9,-1.9,421.0,604.0,69.7,7131.0,2506.0,202.0,245.0,82.4,175.0,230.0,76.1,38.0,97.0,39.2,0.0,1.0,-1.0,12.0,36.0,4.0,1.0,39.0,511.0,93.0,10.0,1.0,65.0,14.0,20.0,17.0,16.0,0.0,1.0,327.0,130.0,147.0,78.0,418.0,28.0,66.0,6.0,2.0,31.0,20.0,25.0,25.0,8.0,8.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,64.0,45.0,24.0,32.0,8.0,15.0,37.0,40.5,22.0,333.0,118.0,35.4,88.0,171.0,74.0,36.0,5.0,1.0,23.0,30.0,1.0,852.0,37.0,205.0,455.0,232.0,22.0,760.0,8.0,21.0,38.1,8.0,1.0,426.0,2089.0,983.0,54.0,16.0,3.0,33.0,15.0,506.0,403.0,79.6,39.0,16.0,3.0,0.0,0.0,30.0,39.0,0.0,1.0,1.0,0.0,172.0,8.0,22.0,26.7,48.0,17.0,0.0
Ramona Petzelberger,de GER,"MF,FW",Aston Villa LFC,28-158,3.0,9.0,5.0,55.6,14.8,1.0,0.0,0.0,1.9,1.9,0.21,1.1,1.1,233.0,292.0,79.8,3708.0,921.0,123.0,135.0,91.1,71.0,84.0,84.5,25.0,45.0,55.6,0.0,0.6,-0.6,10.0,13.0,4.0,1.0,25.0,281.0,11.0,3.0,1.0,72.0,4.0,2.0,3.0,0.0,2.0,1.0,214.0,48.0,30.0,37.0,234.0,8.0,2.0,4.0,0.0,6.0,8.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,13.0,10.0,3.0,11.0,29.0,37.9,18.0,239.0,77.0,32.2,64.0,129.0,46.0,10.0,1.0,0.0,16.0,3.0,0.0,413.0,7.0,88.0,237.0,113.0,19.0,402.0,14.0,23.0,60.9,16.0,0.0,275.0,1166.0,507.0,28.0,8.0,1.0,22.0,22.0,382.0,273.0,71.5,35.0,8.5,1.0,0.0,0.0,11.0,11.0,2.0,0.0,0.0,0.0,63.0,8.0,12.0,40.0,44.0,9.0,3.0
Molly Pike,eng ENG,MF,Bristol City,20-088,0.0,4.0,0.0,0.0,26.1,1.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,106.0,199.0,53.3,2036.0,1014.0,47.0,75.0,62.7,38.0,72.0,52.8,16.0,39.0,41.0,0.0,0.4,-0.4,11.0,16.0,3.0,0.0,23.0,185.0,14.0,6.0,2.0,42.0,2.0,3.0,7.0,5.0,0.0,1.0,104.0,38.0,57.0,31.0,149.0,14.0,1.0,0.0,1.0,9.0,12.0,8.0,20.0,13.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,7.0,8.0,2.0,3.0,31.0,9.7,28.0,233.0,66.0,28.3,66.0,124.0,43.0,9.0,2.0,0.0,12.0,23.0,0.0,291.0,21.0,77.0,155.0,72.0,9.0,276.0,8.0,11.0,72.7,8.0,0.0,137.0,598.0,353.0,19.0,5.0,3.0,16.0,4.0,214.0,127.0,59.3,13.0,8.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,76.0,7.0,17.0,29.2,20.0,17.0,0.0
Christen Press,us USA,FW,Manchester Utd,32-112,3.0,28.0,13.0,46.4,16.1,0.0,0.0,0.0,4.3,4.3,0.16,-1.3,-1.3,101.0,146.0,69.2,1528.0,241.0,61.0,73.0,83.6,26.0,40.0,65.0,10.0,22.0,45.5,0.0,1.0,-1.0,5.0,9.0,4.0,1.0,11.0,131.0,15.0,0.0,1.0,34.0,3.0,7.0,0.0,0.0,0.0,0.0,96.0,22.0,28.0,23.0,112.0,8.0,1.0,0.0,0.0,5.0,8.0,5.0,14.0,9.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,4.0,2.0,2.0,9.0,22.2,7.0,149.0,59.0,39.6,5.0,52.0,92.0,4.0,1.0,0.0,3.0,5.0,0.0,250.0,7.0,17.0,114.0,136.0,49.0,235.0,10.0,20.0,50.0,12.0,1.0,162.0,775.0,338.0,24.0,5.0,6.0,23.0,15.0,354.0,160.0,45.2,52.0,7.7,2.0,0.0,0.0,8.0,4.0,7.0,0.0,0.0,0.0,43.0,2.0,12.0,14.3,38.0,14.0,3.0
Jemma Purfield,eng ENG,DF,Bristol City,24-058,1.0,10.0,4.0,40.0,23.9,1.0,0.0,0.0,0.3,0.3,0.03,0.7,0.7,451.0,817.0,55.2,8480.0,5476.0,180.0,248.0,72.6,214.0,365.0,58.6,48.0,159.0,30.2,1.0,1.0,0.0,9.0,27.0,6.0,2.0,41.0,534.0,283.0,35.0,2.0,117.0,18.0,30.0,32.0,18.0,4.0,3.0,302.0,198.0,317.0,468.0,61.0,58.0,216.0,1.0,2.0,33.0,35.0,42.0,25.0,14.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,32.0,42.0,13.0,4.0,19.0,50.0,38.0,31.0,327.0,84.0,25.7,177.0,114.0,36.0,65.0,5.0,0.0,32.0,72.0,1.0,1074.0,96.0,446.0,467.0,214.0,13.0,796.0,23.0,33.0,69.7,27.0,1.0,397.0,2204.0,1391.0,47.0,15.0,3.0,10.0,14.0,396.0,345.0,87.1,14.0,18.0,1.0,0.0,0.0,22.0,8.0,0.0,0.0,0.0,1.0,206.0,18.0,16.0,52.9,24.0,20.0,1.0
